1.000000000000000000e+00,0.000000000000000000e+00,5.208377838134765625e-01
1.000000000000000000e+00,1.000000000000000000e+00,4.687523841857910156e-02
1.000000000000000000e+00,1.000000000000000000e+00,3.989219665527343750e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.989768981933593750e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.990007400512695312e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.992153167724609375e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.992391586303710938e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.992868423461914062e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.992153167724609375e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.994060516357421875e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.991676330566406250e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.991914749145507812e-03
1.000000000000000000e+00,1.000000000000000000e+00,3.988027572631835938e-03
1.000000000000000000e+00,0.000000000000000000e+00,1.996517181396484375e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.992391586303710938e-03
1.000000000000000000e+00,0.000000000000000000e+00,1.996755599975585938e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.991914749145507812e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.992868423461914062e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.992153167724609375e-03
1.000000000000000000e+00,1.000000000000000000e+00,1.995086669921875000e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.990961074829101562e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.991914749145507812e-03
1.000000000000000000e+00,1.000000000000000000e+00,3.990173339843750000e-03
1.000000000000000000e+00,0.000000000000000000e+00,1.996040344238281250e-03
1.000000000000000000e+00,0.000000000000000000e+00,1.996755599975585938e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.983093261718750000e-03
1.000000000000000000e+00,0.000000000000000000e+00,3.979921340942382812e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.992391586303710938e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.994775772094726562e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.991199493408203125e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.991676330566406250e-03
1.000000000000000000e+00,1.000000000000000000e+00,1.995563507080078125e-03
1.000000000000000000e+00,1.000000000000000000e+00,1.992940902709960938e-03
1.000000000000000000e+00,0.000000000000000000e+00,1.993417739868164062e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.987146377563476562e-03
1.000000000000000000e+00,1.000000000000000000e+00,1.993417739868164062e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.994537353515625000e-03
1.000000000000000000e+00,1.000000000000000000e+00,3.989458084106445312e-03
1.000000000000000000e+00,0.000000000000000000e+00,1.995325088500976562e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.997636795043945312e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.992391586303710938e-03
1.000000000000000000e+00,1.000000000000000000e+00,1.991271972656250000e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.993106842041015625e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.990484237670898438e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.992391586303710938e-03
1.000000000000000000e+00,1.000000000000000000e+00,1.991033554077148438e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.985954284667968750e-03
1.000000000000000000e+00,1.000000000000000000e+00,3.988504409790039062e-03
1.000000000000000000e+00,0.000000000000000000e+00,1.995563507080078125e-03
1.000000000000000000e+00,0.000000000000000000e+00,3.989458084106445312e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.992153167724609375e-03
1.000000000000000000e+00,0.000000000000000000e+00,1.994132995605468750e-03
1.000000000000000000e+00,1.000000000000000000e+00,4.983425140380859375e-03
1.000000000000000000e+00,0.000000000000000000e+00,4.987239837646484375e-03
1.000000000000000000e+00,1.000000000000000000e+00,3.988265991210937500e-03
1.000000000000000000e+00,1.000000000000000000e+00,4.986524581909179688e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.991199493408203125e-03
1.000000000000000000e+00,1.000000000000000000e+00,4.988193511962890625e-03
1.000000000000000000e+00,1.000000000000000000e+00,4.987239837646484375e-03
1.000000000000000000e+00,1.000000000000000000e+00,3.991127014160156250e-03
1.000000000000000000e+00,0.000000000000000000e+00,4.985809326171875000e-03
1.000000000000000000e+00,1.000000000000000000e+00,3.988742828369140625e-03
1.000000000000000000e+00,1.000000000000000000e+00,3.988742828369140625e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.992630004882812500e-03
1.000000000000000000e+00,0.000000000000000000e+00,7.978916168212890625e-03
1.000000000000000000e+00,1.000000000000000000e+00,3.988504409790039062e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.991199493408203125e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.991437911987304688e-03
1.000000000000000000e+00,1.000000000000000000e+00,3.989934921264648438e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.991676330566406250e-03
1.000000000000000000e+00,1.000000000000000000e+00,3.988742828369140625e-03
1.000000000000000000e+00,1.000000000000000000e+00,3.989219665527343750e-03
1.000000000000000000e+00,1.000000000000000000e+00,3.989219665527343750e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.991437911987304688e-03
1.000000000000000000e+00,0.000000000000000000e+00,1.997709274291992188e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.992153167724609375e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.991914749145507812e-03
1.000000000000000000e+00,1.000000000000000000e+00,1.995086669921875000e-03
1.000000000000000000e+00,1.000000000000000000e+00,3.992080688476562500e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.991437911987304688e-03
1.000000000000000000e+00,1.000000000000000000e+00,2.992153167724609375e-03
