0.000000000000000000e+00,0.000000000000000000e+00,1.050670385360717773e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.996683120727539062e-03
0.000000000000000000e+00,0.000000000000000000e+00,2.000808715820312500e-03
0.000000000000000000e+00,0.000000000000000000e+00,1.000165939331054688e-03
0.000000000000000000e+00,0.000000000000000000e+00,9.992122650146484375e-04
0.000000000000000000e+00,0.000000000000000000e+00,1.000642776489257812e-03
0.000000000000000000e+00,1.000000000000000000e+00,1.001596450805664062e-03
0.000000000000000000e+00,1.000000000000000000e+00,1.999378204345703125e-03
0.000000000000000000e+00,0.000000000000000000e+00,9.994506835937500000e-04
0.000000000000000000e+00,0.000000000000000000e+00,1.003742218017578125e-03
0.000000000000000000e+00,0.000000000000000000e+00,1.999616622924804688e-03
0.000000000000000000e+00,0.000000000000000000e+00,2.049684524536132812e-03
0.000000000000000000e+00,0.000000000000000000e+00,9.989738464355468750e-04
0.000000000000000000e+00,1.000000000000000000e+00,1.000404357910156250e-03
0.000000000000000000e+00,0.000000000000000000e+00,2.000570297241210938e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.000331878662109375e-03
1.000000000000000000e+00,1.000000000000000000e+00,1.000404357910156250e-03
1.000000000000000000e+00,1.000000000000000000e+00,1.000881195068359375e-03
1.000000000000000000e+00,1.000000000000000000e+00,1.000642776489257812e-03
1.000000000000000000e+00,0.000000000000000000e+00,9.989738464355468750e-04
1.000000000000000000e+00,0.000000000000000000e+00,9.999275207519531250e-04
1.000000000000000000e+00,1.000000000000000000e+00,1.000881195068359375e-03
1.000000000000000000e+00,1.000000000000000000e+00,1.000404357910156250e-03
1.000000000000000000e+00,1.000000000000000000e+00,1.000165939331054688e-03
1.000000000000000000e+00,1.000000000000000000e+00,1.001358032226562500e-03
1.000000000000000000e+00,1.000000000000000000e+00,9.996891021728515625e-04
1.000000000000000000e+00,1.000000000000000000e+00,1.999616622924804688e-03
1.000000000000000000e+00,0.000000000000000000e+00,9.992122650146484375e-04
1.000000000000000000e+00,1.000000000000000000e+00,1.000165939331054688e-03
1.000000000000000000e+00,0.000000000000000000e+00,9.999275207519531250e-04
